id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,vote_average,vote_count,tagline,poster_file
1725,西区故事,在纽约曼哈顿上西区的贫民窟中，一支名为“喷气机”的波兰裔美国青少年帮派，与一支新近移民至此的波多黎各人帮派“鲨鱼帮”争夺对 neighborhood 街道的控制权。两帮之间矛盾尖锐，但来自对立帮派的两名少年却坠入爱河，最终酿成悲剧。,犯罪|剧情|音乐,贫民窟|街头帮派|一见钟情|对决|波多黎各人|移民|高速公路|禁忌之恋|音乐剧|敌对关系|世仇|跨种族恋情|桑德海姆|企图强奸|警察|改编自舞台音乐剧|偏执的爱|将女性举向空中|青春之爱|现代版改编|莎士比亚现代装束,Natalie Wood|Richard Beymer|Russ Tamblyn|Rita Moreno|George Chakiris|Simon Oakland|Ned Glass|William Bramley|Tucker Smith|Tony Mordente,Robert Wise|Saul Chaplin,1961/10/18,152,United Artists|Seven Arts|Mirisch Pictures,7,389,这部电影成就了电影史上最具娱乐性的作品之一,/posters/1725.jpg
11977,球童,在一家高档乡村俱乐部，雄心勃勃的年轻球童丹尼·努南渴望获得球童奖学金，以便上大学，从而避免去木材厂工作。为了成功，他必须首先赢得精英法官斯梅尔斯的青睐，然后赢得斯梅尔斯赞助的球童高尔夫锦标赛。,喜剧,高尔夫|内衣|运动|高尔夫球场|土拨鼠,Chevy Chase|Rodney Dangerfield|Ted Knight|Michael O'Keefe|Bill Murray|Sarah Holcomb|Scott Colomby|Cindy Morgan|Dan Resin|Henry Wilcoxon,Jon Peters|Douglas Kenney,1980/7/25,98,Orion Pictures|Warner Bros.,6.6,365,势利者对阵邋遢者！,/posters/11977.jpg
20322,兄弟们,这是一个关于四位非裔美国“雅皮士”（一位银行家、一位医生、一位律师和一位“花花公子”）的故事，他们自称“兄弟们”。当那位花花公子订婚时，其他三位朋友不得不直面各自在承诺与诚实方面的问题……,喜剧|剧情|爱情,独立电影|田径|匪帮说唱,Morris Chestnut|D. L. Hughley|Bill Bellamy|Shemar Moore|Tatyana Ali|Jenifer Lewis|Tamala Jones|Gabrielle Union,,2001/3/23,106,,6.5,10,,/posters/20322.jpg
16158,木头,在婚礼前那令人焦虑、充满不确定性的几个小时里，一位因婚前紧张而忐忑不安的新郎，与他两位最好的朋友一起，追忆起他们在加利福尼亚州英格尔伍德（Inglewood）这个中产阶级非裔美国人社区共同成长的岁月。通过闪回到二十多岁的三人组童年时期的种种趣事，这些回忆捕捉到了上世纪80年代的时代氛围与怀旧情绪。,喜剧|剧情|爱情,,Omar Epps|Richard T. Jones|Taye Diggs|Malinda Williams|Sean Nelson|Duane Finley|Trent Cameron|De'Aundre Bonds|Tamala Jones|Sanaa Lathan,David Gale,1999/7/16,106,MTV Films,7.1,34,从最好的朋友，到最棒的伴郎。,/posters/16158.jpg
629,非常嫌疑犯,在洛杉矶的一间审讯室里，维巴尔·金特试图说服联邦调查人员：一个传说中的犯罪头目凯撒·索泽不仅真实存在，而且正是他将维巴尔及其四名同伙拉入一场价值数百万美元的抢劫案；该案件最终以圣佩德罗港的一场爆炸告终——幸存者寥寥无几。维巴尔以一段关于这位犯罪头目近乎超自然能力的惊人故事，引诱着审讯者。,剧情|犯罪|惊悚,法律|亲属|盗窃|罪犯|犯罪天才|匈牙利人|兄弟姐妹,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite|Kevin Spacey|Suzy Amis|Giancarlo Esposito|Benicio del Toro|Dan Hedaya,Robert Jones|Bryan Singer|Michael McDonnell|Kenneth Kokin|Art Horan|François Duplat|Hans Brockmann,1995/7/19,106,Blue Parrot Productions|Bad Hat Harry Productions,8.1,3254,五名罪犯。一次列队辨认。绝非巧合。,/posters/629.jpg
10160,猛鬼街5：梦中孩子,爱丽丝在上一部《猛鬼街》系列电影中幸存下来，却发现弗莱迪·克鲁格致命的噩梦再度袭来。这一次，这个嘲弄人的杀人魔正通过爱丽丝未出生孩子的睡梦发动攻击，意图借此“重生”进入现实世界。唯一能阻止弗莱迪的人是其已故的母亲，但爱丽丝能否及时释放她的灵魂，以拯救自己的儿子？,恐怖|惊悚,修女|婴儿|怪物|精神病院|噩梦|超自然|复活|幻象|酷刑|怀孕|分娩|毁容|胎儿|子宫|梦境,Robert Englund|Lisa Wilcox|Erika Anderson|Valorie Armstrong|Michael Ashton|Kelly Jo Minter|Danny Hassel|Nicholas Mele|Joe Seely|Burr DeBenning,Robert Shaye|Sara Risher|Rupert Harvey|Jon Turtle,1989/8/11,89,New Line Cinema,5.5,245,如今弗莱迪当了爸爸，他为两个人而杀戮。,/posters/10160.jpg
11452,国家讽刺杂志之范·怀尔德,范·怀尔德已在大学就读了太久，害怕毕业，但范的父亲最终察觉到了真相。当他停止支付儿子的学费时，范必须自己筹钱才能继续留在大学读书，于是他和朋友们想出了一个绝佳的筹款点子——举办派对。然而，当校刊得知此事并派出记者格温采访范·怀尔德时，事情变得有些复杂起来。,喜剧|爱情,男性裸体|女性裸体|性|大学|更衣室|狗爬式|调情|揭发报道|斗牛犬|邦邦糖|兄弟会入会宣誓|希腊字母|泻药,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg|Teck Holmes|Deon Richmond|Alex Burns|Paul Gleason|Daniel Cosgrove,Peter Abrams|Robert L. Levy|Andrew Panay|Jonathon Komack Martin,2002/3/29,92,Tapestry Films|Artisan Entertainment,5.9,858,不要毕业，尽情庆祝。,/posters/11452.jpg
12163,摔角王,年迈的摔角手兰迪·“公羊”·罗宾逊早已过了巅峰期，却依然渴望重返职业摔角赛场。然而，在经历了一场格外惨烈的殴打后，兰迪脱下了摔角服，转而与一位年岁已高的脱衣舞女发展一段认真的感情，并试图与疏远多年的女儿重修旧好。但擂台的诱惑终究难以抗拒，他开始为复出做准备。,剧情|爱情,超市|心脏病发作|抱负|女儿|摔角|体育|脱衣舞女|类固醇|名声|带刺铁丝网|摔角手|救赎,Mickey Rourke|Marisa Tomei|Evan Rachel Wood|Mark Margolis|Todd Barry|Judah Friedlander|Ernest Miller|Ajay Naidu|Wass Stevens|John D'Leo,Darren Aronofsky|Ari Handel|Jennifer Roth|Mark Heyman|Scott Franklin,2008/9/7,109,Saturn Films|Wild Bunch|Protozoa Pictures|Top Rope,7.3,1000,爱。痛。荣耀。,/posters/12163.jpg
32275,草原决斗,美丽的混血儿珀尔·查韦斯成为她已故父亲初恋情人的被监护人，发现自己夹在对方两个儿子之间，一个善良，另一个邪恶。,西部片,混血儿,Jennifer Jones|Joseph Cotten|Gregory Peck|Lionel Barrymore|Herbert Marshall|Lillian Gish|Walter Huston|Charles Bickford|Harry Carey|Joan Tetzel,David O. Selznick,1946/12/31,144,The Selznik Studio|Vanguard Films,6.2,37,情感……如风扫草原般激烈！,/posters/32275.jpg
13785,名犬大赛,紧张气氛一触即发，兴奋情绪不断高涨，竞争的浓烈气息弥漫在空中——来自美国各地的数百名热切参赛者正准备参加他们人生中无疑最为盛大的活动之一：五月花犬展。参赛的各类犬只及其主人，正如孕育了他们的这个伟大国家一样，呈现出令人惊叹的多样性。,喜剧,伊利诺伊州|宠物店|贵宾犬|独立电影|伪纪录片|梗犬|和服,Jay Brazeau|Parker Posey|Michael Hitchcock|Catherine O'Hara|Eugene Levy|Bob Balaban|Will Sasso|Stephen E. Miller|Christopher Guest|Michael McKean,Karen Murphy|Gordon Mark,2000/9/19,90,Castle Rock Entertainment,6.7,166,有些宠物理应获得比其他宠物更多的尊重。,/posters/13785.jpg
1103,纽约大逃亡,1997年，曼哈顿岛已被围墙围起，变成一座巨型最高警戒级别监狱，美国最危险的罪犯被关押于此，自行组建起无政府状态的社会。然而，当美国总统的座机坠毁于该岛时，当局只得求助于一名前士兵、现服刑人员——斯内克·普利斯金，让他执行营救任务。,科幻|动作,出租车|街头帮派|美国总统|战争老兵|人质|绑架|囚犯解放|反英雄|黑帮老大|反乌托邦|警方行动|越狱企图|赛博朋克|不情愿的英雄,Kurt Russell|Lee Van Cleef|Ernest Borgnine|Donald Pleasence|Isaac Hayes|Harry Dean Stanton|Adrienne Barbeau|Tom Atkins|Frank Doubleday|John Strobel,Larry J. Franco|Debra Hill|Barry Bernardi,1981/5/22,99,AVCO Embassy Pictures|Goldcrest Films International|International Film Investors|City Film,6.9,703,1997年。纽约市已成为一座最高警戒级别监狱。越狱绝无可能，闯入则近乎疯狂。,/posters/1103.jpg
36739,校园风云,在美国南部，两群持有不同观点的学生之间爆发了冲突，彼此都无法接受对方的立场。,喜剧|剧情,音乐剧,Samuel L. Jackson|Laurence Fishburne|Giancarlo Esposito|Tisha Campbell-Martin|Ossie Davis|Joe Seneca|Art Evans|Ellen Holly|Bill Nunn|Spike Lee,Spike Lee,1988/2/12,121,Columbia Pictures|40 Acres & A Mule Filmworks,6.2,26,,/posters/36739.jpg
14144,爸爸夏令营,为了给儿子提供自己童年时未能拥有的充实夏令营体验，一位社区托儿所经营者开办了自己的夏令营，却面临财务困境以及来自一家竞争对手营地的激烈竞争。,喜剧|家庭,竞争|祖孙关系|呕吐|夏令营|厕所| rivalry|上校,Cuba Gooding Jr.|Tamala Jones|Paul Rae|Lochlyn Munro|Richard Gant|Talon G. Ackerman,,2007/8/8,89,Revolution Studios|TriStar Pictures,4.4,91,这个夏天将在帐篷中度过。,/posters/14144.jpg
10622,一個好人,一名中国厨师意外卷入一场风波：一位新闻记者在一次失败的缉毒行动中拍下了录像，如今正遭到试图夺回录像带的黑帮追杀。,犯罪|动作|喜剧,记者|武术|厨师|毒贩,Jackie Chan|Richard Norton|Miki Lee|Gabrielle Fitzpatrick|Karen McLymont|Vince Poletto|Barry Otto|Peter Houghton|Peter Lindsay|David No,Leonard Ho|Chua Lam,1997/1/31,113,Golden Harvest Company,6.3,128,先打再说，事后道歉。,/posters/10622.jpg
13370,一曲风潮,在《一曲风潮》中，导演克里斯托弗·盖斯特再度集结了《狗狗大赛》和《等待古夫曼》的原班人马，讲述了一群20世纪60年代民谣音乐人的故事——他们因昔日经纪人去世而重聚，并重返纽约市市政厅舞台，举办一场特别音乐会。,喜剧|音乐,伪纪录片|民谣歌手,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch|Michael McKean|Catherine O'Hara|Parker Posey|Harry Shearer|Fred Willard,Karen Murphy,2003/4/16,91,Castle Rock Entertainment,6.6,74,时隔多年，再度重聚。,/posters/13370.jpg
11191,神秘披萨店,三位 teenage 女孩在康涅狄格州神秘镇一家披萨店工作期间逐渐成长成熟。,喜剧|剧情|爱情,独立电影|承诺|龙虾|葡萄牙裔美国人,Annabeth Gish|Julia Roberts|Lili Taylor|Vincent D'Onofrio|William R. Moses|Adam Storke|Matt Damon|Conchata Ferrell,Samuel Goldwyn Jr.|Mark Levinson|Scott M. Rosenfelt,1988/10/13,104,Night Light Films|The Samuel Goldwyn Company,5.9,123,一部料足味正的浪漫喜剧,/posters/11191.jpg
10215,滑动门,格温妮斯·帕特洛饰演伦敦公关人员海伦，故事巧妙地在两条平行时间线间切换，展现她是否能赶上返回公寓的列车所引发的不同人生轨迹。爱情、浪漫纠葛、欺骗、信任、友谊、喜剧——所有这些元素随着两条故事线来回切换、相互重叠，并出人意料地交汇融合。,喜剧|剧情|奇幻|爱情,双重生活|商业广告|奇幻|偶然|市场营销|时间旅行|当场捉奸|结局模糊|另类现实,Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn|Zara Turner|Douglas McFerran|Paul Brightwell|Nina Young|Virginia McKenna|Kevin McNally,Sydney Pollack|William Horberg|Philippa Braithwaite,1998/4/23,99,Paramount Pictures|Miramax Films|Intermedia Films|Mirage Enterprises,6.5,354,如果仅仅一秒钟的差别，就能让你的人生走向两个截然不同的方向，会怎样？,/posters/10215.jpg
25066,鬼屋故事,一位古怪的殡葬业者向三名被他困在自己店铺内的毒贩，讲述了四个以非裔美国人为主题的诡异恐怖故事。,犯罪|恐怖|惊悚,监狱|儿童虐待|三K党|警察暴力|贫民区|选集|邪恶娃娃|谋杀|街头|腐败警察|殡仪馆,Clarence Williams III|Corbin Bernsen|David Alan Grier|Wings Hauser|Duane Whitaker|Joe Torry|Tom Wright|Michael Massee|Art Evans|Roger Guenveur Smith,Spike Lee|Darin Scott,1995/5/24,98,40 Acres & A Mule Filmworks|Savoy Pictures,5.4,32,不寒而栗，或被冻僵,/posters/25066.jpg
1523,最后的苏格兰国王,年轻的苏格兰医生尼古拉斯·加里根在完成正规教育后，决定开启一场冒险，于是前往乌干达碰碰运气。他抵达时正值奥博特总统政权垮台之际。伊迪·阿明将军上台掌权，并邀请加里根担任其私人医生。,剧情,独裁者|20世纪70年代|将军|绑架|天真|奢华|奥斯卡奖|魅力|一夫多妻制|乌干达|独裁统治,Forest Whitaker|James McAvoy|Simon McBurney|Gillian Anderson|Kerry Washington|David Oyelowo|Abby Mukiibi Nkaaga|Adam Kotz|Barbara Rafferty|David Ashton,Tessa Ross|Andrew Macdonald|Lisa Bryer|Suzanne Warren|Andrea Calderwood|Christine Ruppert|Ros Borland|Allon Reich|Charles Steel,2006/9/1,121,Fox Searchlight Pictures|Cowboy Films|DNA Films|Scottish Screen|UK Film Council|Filmfour|Slate Films|Tatfilm,7.4,558,迷人。富有魅力。凶残嗜杀。,/posters/1523.jpg
11361,月光光心慌慌5：迈克尔·迈尔斯的复仇,在与哈顿菲尔德警方交火后，迈克尔·迈尔斯被认定死亡，实则被秘密救治康复——一年后再度归来，继续杀戮，并再次将目标锁定在他年幼的侄女杰米身上。杰米因袭击继母并失声，目前正在当地儿童医院接受治疗。她与这位邪恶叔叔之间的心灵联系，或许正是彻底斩断家族诅咒的关键所在。,恐怖|惊悚,警长|谷仓|黑色|续集|怪物|面具杀手|砍杀片|青年|精神病医生|杀手|小猫|镰刀|女主角|草叉|心理惊悚片|迈克尔·迈尔斯,Donald Pleasence|Danielle Harris|Ellie Cornell|Beau Starr|Don Shanks|Jeffrey Landman|Tamara Glynn|Jonathan Chapin|Matthew Walker|Wendy Foxworth,Moustapha Akkad|Ramsey Thomas,1989/10/12,96,Trans Pacific Films,5.2,183,迈克尔还活着，而这一次，他们已做好准备！,/posters/11361.jpg
92591,伯尼,在德克萨斯州卡特里奇这个偏远小镇的真实故事中，殡仪助理伯尼·蒂德是当地最受爱戴的居民之一。所有人都喜爱并敬重伯尼，因此当他与富有的寡妇玛乔丽·努金特成为朋友时，大家并不感到意外——这位寡妇以其刻薄的性格和巨额财富同样闻名。直到有一天，消息传来：玛乔丽·努金特已死亡多时，而伯尼·蒂德正被控谋杀罪。,喜剧|犯罪|剧情,监狱探视|殡葬师|殡仪馆|业余戏剧|挪用公款|失踪人员案件|藏匿尸体|疏远的家庭成员|陪审团审判|乡巴佬|股票经纪人|冷冻柜中的尸体|犯罪供述|片尾彩蛋,Jack Black|Shirley MacLaine|Matthew McConaughey|Brady Coleman|Tommy G. Kendrick|Rick Dial|Mona Lee Fultz|Dale Dudley|Grant James|Christian Stokes,Ginger Sledge|Martin Shafer|Matt Williams|David McFadzean|Liz Glotzer|Celine Rattray|Jack Gilardi Jr.|William T. Conway|Michael Bassick|Don Fox|Dete Meserve|Judd Payne,2012/4/27,100,Castle Rock Entertainment|Horsethief Pictures|Mandalay Vision|Wind Dancer Productions|Detour Filmproduction,6.5,320,一个荒诞到令人难以置信、却真实发生的故事。,/posters/92591.jpg
57612,海豚与鲸鱼：海洋部落,本纪录片前往巴哈马的珊瑚礁和汤加王国的水域，近距离接触现存的海洋部落：野生海豚和白鲸、座头鲸母亲对新生幼崽的爱、歌唱的雄性座头鲸、海洋 mighty 国王——虎鲸，以及温顺的海牛。揭示这些具备复杂沟通与社交能力生物鲜为人知的一面。记录了这些优雅、雄伟却濒临灭绝的海洋生物的生活,纪录片,海豚|鲸鱼|虎鲸|IMAX|3D|海牛|保护,Daryl Hannah|Charlotte Rampling,Francois Mantello,2008/2/15,42,3D Entertainment|Gavin McKinney Underwater Productions,8,3,,/posters/57612.jpg
12509,波洛克,1949年8月，《生活》杂志刊登了一则醒目的标题，提出了这样一个问题：“杰克逊·波洛克：他是否是美国在世最伟大的画家？”本片回溯了一位非凡人物的人生历程——他恰如其分地被称作“一位致力于隐匿自我的艺术家，一位无人知晓的名人”。在自我怀疑的挣扎中，波洛克陷入了一场孤独的拉锯战：一方面渴望表达自我，另一方面又想将世界拒之门外，由此开始走向堕落的深渊。,剧情|爱情,艺术家|成功|感情问题|酗酒|独立电影|坠入爱河,Ed Harris|Marcia Gay Harden|Tom Bower|Jennifer Connelly|Bud Cort|John Heard|Val Kilmer|David Leary|Robert Knott|Stephanie Seymour,Ed Harris|Jon Kilik|Fred Berner|Peter Brant|James Francis Trezza|Candy Trabuco|Cecilia Kate Roque|Joseph Allen|Heiner Bastian,2000/9/6,122,Fred Berner Films|Zeke Productions,6.6,91,一幅关于生命与艺术的真实肖像。,/posters/12509.jpg
15256,200支香烟,一群二十多岁的年轻人努力应对人际关系、孤独感、欲望以及各自的心理问题。,喜剧|剧情|爱情,除夕夜|独立电影|人际关系|女性导演|下东区,Ben Affleck|Casey Affleck|Dave Chappelle|Kate Hudson|Janeane Garofalo|Courtney Love|Jay Mohr|Nicole Ari Parker|Martha Plimpton|Christina Ricci,David Gale,1999/2/26,101,Paramount Pictures,6.1,44,新年除夕夜，时间已是11点59分……你知道你的约会对象在哪儿吗？,/posters/15256.jpg
83686,文字游戏,《文字游戏》讲述了一位年轻作家罗里·詹森的故事，他终于在出版了下一部伟大的美国小说后，实现了梦寐以求的文学成功。但其中有一个隐情——这本书并非出自他手。随着不堪回首的往事再度浮现，而他的文学声望却持续攀升，詹森被迫直面剽窃他人作品所必须付出的沉重代价，以及将野心与成功凌驾于人生最根本的三个字之上的后果。,剧情|惊悚,剽窃的书籍|被盗的小说|剽窃的小说|怀揣作家梦的年轻人,Bradley Cooper|Zoe Saldana|Jeremy Irons|Dennis Quaid|Olivia Wilde|J.K. Simmons|John Hannah|Zeljko Ivanek|Ben Barnes|Michael McKean,Jim Young|Tatiana Kelly|Lisa Wilson,2012/9/7,96,CBS Films|Also Known As Pictures,6.4,379,夺走一个人的生命，方式不止一种。,/posters/83686.jpg
80304,我父亲的房子,为了挽救父亲的牧场，阿尔瓦雷斯兄弟策划了一个计划，却因此卷入了与墨西哥最令人畏惧的毒枭之间的战争。,喜剧|西部,墨西哥|有组织犯罪|毒枭|父亲|片尾彩蛋|片中彩蛋,Will Ferrell|Gael García Bernal|Génesis Rodríguez|Diego Luna|Efren Ramirez|Nick Offerman|Mariann Gavelo|Adrian Martinez|Alejandro Patino|Pedro Armendáriz Jr.,,2012/3/15,84,NALA Films|Gary Sanchez Productions|Lions Gate,5.5,103,你将看过的最搞笑的电影。,/posters/80304.jpg
28053,城市岛,里佐一家彼此隐瞒各自的生活习惯、人生抱负和职业身份，而当一家之主文斯——现实中是一名狱警、私下却怀揣演员梦想——将一名年轻前科犯带回家后，这个家庭精心编织的谎言网络便受到了冲击。,剧情|喜剧,秘密|恋物癖|脱衣舞女|家庭秘密|罪犯|丰满女性|婚外情,Andy García|Julianna Margulies|Steven Strait|Dominik García-Lorido|Ezra Miller|Alan Arkin|Emily Mortimer|Louise Stratten|Carrie Baker Reynolds|Hope Glendon-Ross,Andy García|Michael Roban|Raymond De Felitta|Zachary Matz|Lauren Versel|Maria Teresa Arida|Milutin G. Gatsby|Lucia Seabra|Grzegorz Hajdarowicz,2009/3/6,104,Lucky Monkey Pictures|CineSon Entertainment|Filmsmith Productions|Medici Entertainment|Gremi Film Production,6.9,113,真相比家人更离奇,/posters/28053.jpg
67913,守卫,两名警察必须联手对付一个国际毒品走私团伙——其中一位是不拘一格的爱尔兰警察，另一位则是作风刻板的美国联邦调查局（FBI）探员。杰瑞·博伊尔警长是一位特立独行的小城镇警察，性格咄咄逼人、粗俗直率，且富有颠覆性的幽默感。作为爱尔兰戈尔韦郡一名长期任职的警察，博伊尔是个遵循自身道德准则的孤胆英雄。他已阅尽世间百态，深知世界本无太多深意，也早已有了充足时间对此反复思量。当一名同事警察离奇失踪，而博伊尔所在的小城镇又成为一场大规模毒品贩运调查的关键地点时，他不得不在与被指派负责此案、毫无幽默感的FBI探员温德尔·埃弗里特打交道时，至少佯装出几分兴趣。,动作|喜剧|惊悚|犯罪,妓女|敲诈|毒品走私|爱尔兰乡村|冷幽默,Brendan Gleeson|Don Cheadle|Liam Cunningham|Mark Strong|Katarina Cas|David Wilmot|Rory Keenan|Laurence Kinlan|Dominique McElligott|Sarah Greene,Andrew Lowe|Flora Fernandez-Marengo|Chris Clark,2011/7/7,96,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience|Reprisal Films|Aegis Film Fund,6.8,372,美国联邦调查局即将发现，这里做事的方式略有不同。,/posters/67913.jpg
13991,大学,三名即将升入大学的高中生前往当地大学校园参观，迎接他们的是一个疯狂的周末。,喜剧,性取向|大学|女朋友|呕吐|庆祝|兄弟会|兄弟会派对,Drake Bell|Andrew Caldwell|Andree Moss|Carolyn Moss|Wendy Talley|Nick Zano|Kevin Covais|Nathalie Walker|Alona Tal|Ryan Pinkston,,2008/8/28,94,Metro-Goldwyn-Mayer (MGM),4.8,48,,/posters/13991.jpg
1443,处女之死,一群男性朋友痴迷于五个神秘的姐妹，她们被自己严厉、虔诚的父母所庇护。,剧情|爱情,密歇根州|20世纪70年代|青春|家庭|女性导演,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|Michael Paré|Scott Glenn|Danny DeVito|A.J. Cook|Hanna Hall|Leslie Hayman,Francis Ford Coppola|Dan Halsted|Chris Hanley|Julie Costanzo,1999/4/21,97,American Zoetrope,7.1,817,美丽、神秘、萦绕心头、注定致命。就像人生一样。,/posters/1443.jpg
8545,小声音,父亲去世后，小声音（LV）几乎成了隐士，从不外出，也几乎不说话。她只是坐在卧室里，聆听父亲收藏的雪莉·贝西、玛丽莲·梦露以及其他多位著名女歌手的老唱片。但到了晚上，LV会开始唱歌，以惊人的准确度模仿这些伟大歌手。某天晚上，她被母亲的一位男友无意中听到，而此人恰好是一名经纪人。他成功说服LV，让她相信自己的天赋非同寻常，并为她在当地夜总会安排了一场演出，但随之而来却出现了诸多问题。,喜剧|剧情,亲子关系|声音|孤独|独立电影|歌手|怯懦|信鸽,Brenda Blethyn|Michael Caine|Ewan McGregor|Jane Horrocks|Jim Broadbent|Annette Badland|Philip Jackson|Adam Fogerty|Fred Feast|Graham Turner,Stephen Woolley|Nik Powell|Elizabeth Karlsen|Laurie Borg,1998/11/5,97,Miramax Films,6.6,61,找到属于自己的声音，就是一种魔法。,/posters/8545.jpg
19556,米斯·马奇,一名年轻男子从长达四年的昏迷中苏醒，却得知自己昔日清纯的高中恋人如今已成为全球最著名男性杂志的封面女郎。他与那位性欲旺盛的死党决定展开一场横跨美国的公路之旅，闯入该杂志传奇般的豪宅总部举办的派对，试图赢回心上人。,喜剧|爱情,性|初次|处女|公路旅行|花花公子|片尾彩蛋,Zach Cregger|Trevor Moore|Raquel Alessi|Craig Robinson|Molly Stanton|Carrie Keagan|Slade Pearce|Eve Mauro|Alexis Raben|Remy Thorne,Steven J. Wolfe|Tom Jacobson|Vincent Cirrincione|Tobie Haggerty,2009/3/13,89,The Jacobson Company,5.4,77,在昏迷四年之后，尤金·普拉特将与他的高中恋人重聚……就在第95至97页。,/posters/19556.jpg
231576,但愿我在此,艾丹·布鲁姆是一位苦苦挣扎的演员、父亲和丈夫，35岁的他仍在努力寻找人生的意义。他和妻子在经济上勉强维持生计，而艾丹则通过幻想自己成为儿时梦想中的伟大未来主义太空骑士来消磨时光。当身患重病的父亲无力再承担两个孩子私立学校的学费，而唯一可选的公立学校又濒临倒闭时，艾丹不情愿地同意尝试在家教育孩子们。在以自己的方式向孩子们传授生活真谛的过程中，艾丹逐渐发现了那些曾经无法寻获的自我部分。,剧情|喜剧,犹太人|独立电影|家庭教育|家庭|不得志的演员,Zach Braff|Kate Hudson|Joey King|Pierce Gagnon|Donald Faison|Mandy Patinkin|Ashley Greene|Jim Parsons|Alexander Chaplin|Josh Gad,Zach Braff|Michael Shamberg|Stacey Sher|Adam J. Braff,2014/1/18,120,Double Feature Films|Wild Bunch|Worldview Entertainment,6.4,300,人生是一场盛事，欣然赴之。,/posters/231576.jpg
16172,无法抗拒,在母亲去世后，平庸的厨师阿曼达·谢尔顿难以吸引顾客光顾自家餐馆。一次采购食材时，神秘人物吉恩·奥赖利送给她一只神奇的螃蟹。此后，阿曼达烹制的菜肴突然变得极为出色，令所有品尝者都产生强烈的情感反应。正筹备开设自己餐厅的汤姆·巴特利特尝过她的料理后，爱上了她。,喜剧,餐厅|百货商店|厨房|爱情|螃蟹|厨师|无法抗拒,Sarah Michelle Gellar|Sean Patrick Flanery|Dylan Baker|Patricia Clarkson|Lawrence Gilliard Jr.|Christopher Durang|Betty Buckley|Olek Krupa|Amanda Peet|Alex Draper,Arnon Milchan|Joseph M. Caracciolo Jr.|Jon Amiel|Elisabeth Robinson|John Fiedler,1999/2/5,95,New Regency Pictures|Taurus Film|Polar Entertainment Corporation,5.5,52,魔法打开了他们的心扉……爱情完成了余下的事。,/posters/16172.jpg
13403,海德薇格与愤怒的小英寸,一位来自东柏林的跨性别朋克摇滚女孩，携其摇滚乐队在美国巡演，讲述自己的人生故事，并追寻那位窃取了她歌曲的前男友兼乐队成员。,喜剧|音乐,异装癖|同性恋|性|歌手|跨性别|华丽摇滚|自我认同|摇滚奥德赛|提及康德|军属子弟|连锁餐厅|军人中的LGBT群体|儿童性侵|戏剧经纪人,John Cameron Mitchell|Miriam Shor|Stephen Trask|Theodore Liscinski|Rob Campbell|Michael Aronov|Andrea Martin|Michael Pitt|Maurice Dean Wint|Ben Mayer-Goodman,Christine Vachon|Michael De Luca|Pamela Koffler|Mark Tusk|Katie Roumel|Amy Henkels,2001/7/20,95,New Line Cinema|Killer Films,7.4,80,一场解剖学上不准确的摇滚奥德赛,/posters/13403.jpg
15797,唯强者胜,前绿色贝雷帽队员路易斯·史蒂文斯在巴西完成军事服役后回到家乡迈阿密，却发现他昔日的高中已沦为帮派与毒贩的温床。史蒂文斯运用其卡波耶拉技艺将数名毒贩驱离校园，此举引起他昔日恩师克里根的注意，克里根目睹了史蒂文斯对学生所产生的积极影响，遂委任他为校内几名最危险的高危学生教授卡波耶拉。,动作,,Mark Dacascos|Geoffrey Lewis|Stacey Travis|Paco Christian Prieto|Todd Susman|Jeffrey Anderson-Gunter|Richard Coca|Frank Dux,,1993/8/27,99,Davis Films|Freestone Pictures,6.9,29,终极武术。,/posters/15797.jpg
347764,爱之女神,当一位情绪不稳定的女性在遭遇巨大心碎后精神崩溃，你将步入一个巴洛克风格的疯狂漩涡。布莱恩曾是维纳斯生命中的挚爱，而他与另一名女子发生婚外情的想法，令她陷入心理性与性欲交织的疯狂黑暗深渊。,悬疑|剧情|惊悚|恐怖,,Alexis Kendra|Elizabeth Sandy|Monda Scott|Woody Naismith|Ray Grady|Richard Velton|Hugh Westbourne|Rachel Alig|Deana Ricks,Jon Knautz|Alexis Kendra,2015/8/31,96,Dalia Films,6.2,9,小心你亲近的人,/posters/347764.jpg
13537,破碎的玻璃,这是一部基于真实事件的2003年剧情片，讲述了年轻记者斯蒂芬·格拉斯的故事：他于1995年进入《新共和》杂志工作，三年间至少有一半所发表的文章系捏造而成。,剧情|历史,,Hayden Christensen|Peter Sarsgaard|Chloë Sevigny|Rosario Dawson|Melanie Lynskey|Hank Azaria|Steve Zahn|Mark Blum|Chad Donella|Chad Donella,Tom Cruise|Paula Wagner|Craig Baumgarten|Adam Merims|Gaye Hirsch|Tove Christensen,2003/11/14,94,Lions Gate Films|Cruise/Wagner Productions|Baumgarten Merims Productions,6.6,111,,/posters/13537.jpg
